Etiquetas,Sector,Consigna,Long,Lat,C01-BANCOS,C05-CENTRALES CAMIONERAS,C06-CENTROS COMERCIALES,C09-CUARTELES DE LA POLICÍA AUXILIAR,C10-CUARTELES PBI,C11-CUARTELES PGJ,C15-HOSPITALES,C16-JUZGADOS CIVILES Y PENALES,C19-METROBUS,C20-MINISTERIOR PUBLICOS,C21-MODULOS SSP,C22-MONUMENTOS HISTORICOS,C23-NOTARIAS,C24-OFICINAS DE GOBIERNO,C26-PLAZAS Y PARQUES,C27-RECLUSORIOS,C30-TESORERIAS,C31-TREN LIGERO,C33-IGLESIAS Y TEMPLOS,C38-MERCADOS PUBLICOS,C42-TROLEBUS,C43-TURIBUS,C44-GUARDERIAS,C45-CENTROS DE SALUD Y CLINICAS,C46-ESTABLECIMIENTOS MERCANTILES,C49-TIENDAS DEPARTAMENTALES,C51-EDIFICIOS,C53-CINES,C57-EVENTOS MASIVOS,C58-CASAS Y CENTROS DE CULTURA,C59-MUSEOS Y TEATROS,C62-OXXO,C67-CENTROS PILARES,C72-ACCESOS METRO,C73-ATRACTIVOS TURISTICOS,C75-FONOTECAS,C76-FOTOTECA,C77-GALERIAS,C78-ZONAS ARQUEOLOGICAS,C81-ESTACIONES DE CABLEBUS,C82-ALCALDIAS,C13-CAM,C13-CPARA EL TRABAJO,C13_PREESC,C13_PRIM,C13_SEC,C13_BACH,C13_SUP
10125,ALAMEDA,2,-99.140247,19.436831,8,0,0,0,0,0,0,0,2,0,0,3,0,3,1,0,0,0,0,0,2,1,0,0,189,0,0,1,0,1,8,2,0,9,4,0,2,2,0,0,0,0,0,0,0,0,0,0
10150,ALAMEDA,2,-99.1431,19.431343,4,0,0,0,0,0,0,0,4,0,0,1,0,0,2,0,0,0,1,1,2,0,0,0,1014,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10470,ALAMEDA,2,-99.145945,19.428485,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,263,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
10473,ALAMEDA,2,-99.149721,19.432377,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,272,0,0,0,0,0,4,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0
2,ALAMEDA,1,-99.14582,19.435098,27,0,1,0,0,0,0,0,1,1,0,8,0,0,1,0,0,0,0,0,0,1,0,0,239,2,0,1,0,0,4,1,0,0,4,0,0,1,0,0,0,0,3,0,0,0,0,0
4,ALAMEDA,1,-99.142704,19.434374,16,0,1,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,1,0,0,1,0,0,715,4,0,0,0,0,2,2,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0
66,ALAMEDA,1,-99.142134,19.432138,7,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1635,2,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
495,ALAMEDA,1,-99.150901,19.429567,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0
2185,ALAMEDA,1,-99.143583,19.428112,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1011,2,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2202,ALAMEDA,1,-99.138623,19.431415,32,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,671,3,0,1,0,2,5,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2215,ALAMEDA,1,-99.149029,19.435193,26,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,233,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2397,ALAMEDA,1,-99.140713,19.43604,8,0,0,0,0,0,0,0,2,0,0,4,0,2,1,0,0,0,1,0,2,1,0,0,136,0,0,1,0,1,9,0,0,11,7,0,2,2,0,0,0,0,0,0,0,0,0,0
2493,ALAMEDA,1,-99.134948,19.434526,14,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1831,3,0,0,0,1,8,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
2496,ALAMEDA,1,-99.138482,19.434388,27,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1343,3,0,0,0,1,10,1,0,2,6,0,0,0,0,0,0,0,1,0,0,0,0,1
2518,ALAMEDA,1,-99.139898,19.430031,6,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1928,0,0,0,0,1,6,1,0,1,0,0,0,2,0,0,0,0,1,1,1,1,1,0
2520,ALAMEDA,1,-99.138689,19.430945,23,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,726,2,0,1,0,3,4,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2523,ALAMEDA,1,-99.13261,19.42925,14,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1078,3,0,0,0,0,3,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,1
2529,ALAMEDA,1,-99.135085,19.427658,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,526,0,0,0,0,1,1,2,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,2
2538,ALAMEDA,1,-99.137417,19.425135,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,309,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2541,ALAMEDA,1,-99.138687,19.429877,6,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841,1,0,1,0,3,6,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0
2543,ALAMEDA,1,-99.12986,19.433283,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,756,0,0,0,0,3,12,0,0,0,7,1,3,0,0,0,0,0,0,0,1,1,1,0
5343,ALAMEDA,1,-99.14979,19.434922,16,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,266,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5439,ALAMEDA,1,-99.132598,19.433143,7,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,2,0,0,0,0,0,302,0,0,0,1,1,12,0,0,6,4,0,1,2,0,0,0,0,0,0,0,0,0,0
6199,ALAMEDA,1,-99.150312,19.429452,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,77,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
10115,ALAMEDA,1,-99.135227,19.426767,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,513,0,0,0,0,2,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
10117,ALAMEDA,1,-99.147465,19.433681,27,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,506,1,0,0,1,0,4,5,0,2,1,0,0,3,0,0,0,0,2,0,0,0,0,0
10123,ALAMEDA,1,-99.134996,19.435208,13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1717,2,0,0,0,1,3,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0
10128,ALAMEDA,1,-99.14123,19.428914,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1719,0,0,0,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,1,1,1,1,0
10132,ALAMEDA,1,-99.138377,19.433688,30,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1192,5,0,0,0,0,3,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0
10135,ALAMEDA,1,-99.136385,19.432135,26,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1399,5,0,0,0,2,7,2,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0
10136,ALAMEDA,1,-99.136158,19.434286,17,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,2168,4,0,0,0,1,5,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0
10137,ALAMEDA,1,-99.133292,19.42451,9,0,1,0,0,0,0,1,1,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,602,0,7,0,0,0,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
